station_name,count_average,count_week_2010-06-04,count_week_2010-06-11,count_week_2010-06-18,count_week_2010-06-25,count_week_2010-07-02,count_week_2010-07-09,count_week_2010-07-16,count_week_2010-07-23,count_week_2010-07-30,count_week_2010-08-06,count_week_2010-08-13,count_week_2010-08-20,count_week_2010-08-27,count_week_2010-09-03,count_week_2010-09-10,count_week_2010-09-17,count_week_2010-09-24,count_week_2010-10-01,count_week_2010-10-08,count_week_2010-10-15,count_week_2010-10-22,count_week_2010-10-29,count_week_2010-11-05,count_week_2010-11-12,count_week_2010-11-19,count_week_2010-11-26,count_week_2010-12-03,count_week_2010-12-10,count_week_2010-12-17,count_week_2010-12-24,count_week_2010-12-31,count_week_2011-01-07,count_week_2011-01-14,count_week_2011-01-21,count_week_2011-01-28,count_week_2011-02-04,count_week_2011-02-11,count_week_2011-02-18,count_week_2011-02-25,count_week_2011-03-04,count_week_2011-03-11,count_week_2011-03-18,count_week_2011-03-25,count_week_2011-04-01,count_week_2011-04-08,count_week_2011-04-15,count_week_2011-04-22,count_week_2011-04-29,count_week_2011-05-06,count_week_2011-05-20,count_week_2011-05-27,count_week_2011-06-03,count_week_2011-06-10,count_week_2011-06-17,count_week_2011-06-24,count_week_2011-07-01,count_week_2011-07-08,count_week_2011-07-15,count_week_2011-07-22,count_week_2011-07-29,count_week_2011-08-05,count_week_2011-08-12,count_week_2011-08-19,count_week_2011-08-26,count_week_2011-09-02,count_week_2011-09-09,count_week_2011-09-16,count_week_2011-09-23,count_week_2011-09-30,count_week_2011-10-07,count_week_2011-10-14,count_week_2011-10-21,count_week_2011-10-28,count_week_2011-11-04,count_week_2011-11-11,count_week_2011-11-18,count_week_2011-11-25,count_week_2011-12-02,count_week_2011-12-09,count_week_2011-12-16,count_week_2011-12-23,count_week_2011-12-30,count_week_2012-01-06,count_week_2012-01-13,count_week_2012-01-20,count_week_2012-01-27,count_week_2012-02-03,count_week_2012-02-10,count_week_2012-02-17,count_week_2012-02-24,count_week_2012-03-02,count_week_2012-03-09,count_week_2012-03-16,count_week_2012-03-23,count_week_2012-03-30,count_week_2012-04-06,count_week_2012-04-13,count_week_2012-04-20,count_week_2012-04-27,count_week_2012-05-04,count_week_2012-05-11,count_week_2012-05-18,count_week_2012-05-25,count_week_2012-06-01,count_week_2012-06-08,count_week_2012-06-15,count_week_2012-06-22,count_week_2012-06-29,count_week_2012-07-06,count_week_2012-07-13,count_week_2012-07-20,count_week_2012-07-27,count_week_2012-08-03,count_week_2012-08-10,count_week_2012-08-17,count_week_2012-08-24,count_week_2012-08-31,count_week_2012-09-07,count_week_2012-09-14,count_week_2012-09-21,count_week_2012-09-28
145TH STREET-LENOX AVENUE,16843.231404958678,14631,15460,15387,15200,15165,13995,14540,14980,15039,12143,11805,11562,11400,11606,10405,12736,15601,14590,15218,14852,15632,15461,15626,15582,16135,13708,15569,16376,16555,15679,13115,15327,15357,14710,15254,16616,16320,16450,14751,16587,16603,16849,16637,16823,17041,16647,15967,15988,17211,16307,17158,15370,17112,16850,17072,17488,15976,17803,17203,17094,17115,17018,16679,16323,13086,16318,18813,20270,14681,18976,18158,19510,19737,19133,18778,19519,16478,18672,19806,20344,20052,15536,16910,18797,17504,18182,19435,20208,19110,16402,18950,19920,19714,20017,15615,19234,17314,19928,19695,19862,19929,17671,20047,18076,20227,18401,18119,18384,16817,17784,17739,18294,17819,18054,17604,17660,17879,17152,18846,18699,18707
148TH STREET-LENOX AVENUE,18500.099173553717,16005,17116,17120,16871,16584,15459,16051,16178,16003,12940,12577,12562,12124,12883,11589,13832,15422,14172,16803,16524,17233,17300,16663,16874,17453,14918,17169,17909,17645,16976,13513,16883,17327,16155,15916,17714,17918,18048,15690,18112,18548,18381,18233,18179,18231,18463,16534,17347,18655,17987,18919,17055,18857,18825,18868,18587,16982,18637,17986,17729,18478,18450,17533,17686,14494,17799,22562,23209,16616,22400,20970,23062,23225,22227,21423,23065,18570,22049,23127,23553,22472,15670,19534,22022,20678,20684,22209,23015,22068,17399,22598,22683,22611,22745,17621,21476,18109,22566,22094,22345,22750,20430,22463,20202,22158,19355,18939,18740,17321,18806,18643,18969,18655,18735,18275,18268,18468,18713,19807,18936,19548
149TH ST-GRAND CONCOURSE,67887.057851239675,85071,59439,60292,59874,57088,52323,57965,58167,56368,59651,59870,59051,61495,69983,61328,72643,70198,68121,71060,64120,70796,70085,65365,67528,70339,56485,66680,69093,65679,57648,40613,55229,55351,50222,53735,69941,69699,70878,59788,71158,70723,71769,71303,72175,71572,70234,51387,59717,71442,69266,67105,55048,62073,62130,61336,61548,84626,83234,77957,79438,59691,59644,57346,60642,58463,66079,83016,84304,56245,82201,74370,83581,82944,79021,79940,83440,65465,81707,83039,81047,75261,47607,61402,68807,62961,66339,82406,84128,78748,65588,81328,83854,82370,82979,64373,77111,57077,80793,80537,81317,80773,69344,75220,63136,72400,63672,61532,67216,55246,62428,60964,61977,60040,59614,59954,63258,72078,68566,76957,69871,68415
149TH STREET & 3RD AVENUE,115843.73553719008,76963,113778,115904,113097,113917,102012,108485,109314,109078,108886,105670,104113,102670,105641,99416,112808,114166,111269,116175,110615,116710,119789,114701,112570,116903,99726,115205,116475,116365,111470,88680,111887,112129,103273,103919,116955,118432,122123,108904,120951,118777,120760,118040,116714,119425,119014,106122,114478,117635,114034,116974,106853,115557,116042,115751,114372,75215,91964,89738,89337,106519,107181,104830,104962,92472,105345,125286,126746,94862,128876,119364,129147,130708,126959,122917,129338,109055,128876,129456,131002,135759,99924,113991,129861,123208,123656,139315,141007,135783,116303,132070,141548,138581,132871,102908,128882,119105,130643,128238,130787,131903,116302,128836,119228,129721,118374,116828,108261,107705,117296,114944,117607,116380,115185,117236,123036,125934,120853,129476,125236,120464
14TH STREET & 7TH AVENUE,138905.80165289255,120734,131611,135996,134313,142535,117539,132089,134049,132389,127826,126017,124532,122716,130962,124365,145054,141494,135975,142184,141050,145016,146531,152503,140795,146975,113230,128366,140460,141925,118608,84539,122366,121975,118942,120769,130767,134708,140574,126329,137731,141066,139572,138462,138404,144733,146309,139612,142375,149714,144964,145251,128253,142791,142468,146253,160418,125327,142723,136287,134922,136930,138520,131279,133301,106976,135785,155777,158485,117321,154918,151463,154155,156745,159005,151432,148550,115350,143972,154560,159693,142311,96832,125436,137996,126368,136315,146104,150100,139813,134219,144907,150443,151958,155461,112207,149095,132985,156540,155957,159415,157633,135348,153111,138530,155212,152214,148810,149191,127436,147172,141706,145625,143032,140166,138135,139124,140473,139290,156613,151026,152633
14TH STREET-6TH AVENUE,138574.33884297521,125454,140298,140493,140273,140018,121540,138470,139908,137316,134848,133413,134290,133833,130436,120973,141432,143429,140267,144390,141852,147898,150845,160871,148250,147521,114621,138240,151852,154576,134514,93085,126044,128439,124321,130739,139451,142385,145133,127671,141060,139988,139549,136909,134674,144798,144081,139139,138432,144424,137973,134950,116919,138261,133801,133546,143313,111973,135658,130790,131195,129307,132439,128554,130010,107268,126284,150228,149843,114029,151619,146703,152837,160775,162233,154690,152231,118228,150325,159153,164123,154309,105392,127983,142302,133561,143504,148284,150041,150130,136272,144244,149007,146683,153615,113021,146256,141277,153640,155149,155542,153730,128224,149322,130189,149296,146869,143611,148355,118331,138686,139714,133882,131902,128117,131339,132034,135265,127431,146315,143518,139452
14TH STREET-UNION SQUARE,631009.43801652896,586245,648908,656617,641805,647501,555980,626873,640668,627342,634702,614698,613789,599716,608238,584779,656138,664012,629471,656533,645797,683819,696161,688981,671816,697709,561417,617114,677448,677140,651028,423192,572892,575049,553052,567841,599966,622322,638173,586543,524107,484541,630274,625729,619706,639929,641253,629388,616658,645690,634810,659887,595735,653673,655629,678703,671869,557061,649944,632700,626085,626896,618661,594415,607139,481275,616663,669886,695023,522963,696449,658861,690057,711019,703958,692247,689338,588669,659309,707327,738940,730711,493094,577636,631750,580158,616161,651139,654288,646033,617278,646892,691182,674595,678962,504784,675231,638585,670136,655713,664791,676666,586489,653909,599842,648618,661722,641043,672940,575468,640596,636387,646812,633696,615915,611532,603318,618118,591637,668021,660330,666023
155TH STREET-8TH AVENUE,21879.239669421488,20245,20960,21598,21519,21386,20111,20784,21363,21161,20913,21998,21988,20151,20664,19870,21144,20827,20335,21004,20025,21154,20645,20871,20796,21073,19030,20393,20938,20613,20300,17294,19637,19651,19286,19368,21421,21153,21465,19208,21287,21186,21737,21430,21149,21588,21279,20073,20872,21283,20690,21180,20106,21182,21144,21453,22103,20726,22229,21705,21604,21808,20793,20744,20835,15424,20631,24149,22163,17877,24419,23594,24666,24648,24288,24401,24968,22665,24995,24497,25138,24851,20686,22159,23770,22781,23464,24445,24720,24694,22072,24130,24984,24710,24796,18677,24226,22378,24648,24422,24475,24905,21713,24578,23019,24685,22167,22209,22786,21689,22786,22746,22338,22587,22456,21797,21840,22296,21631,22819,22093,22109
155TH STREET-ST NICHOLAS AV,13797.752066115703,12023,12354,12549,12524,12122,11276,11845,12129,11914,11891,11987,11887,11625,11553,11433,13492,14361,14342,13695,13267,13555,13669,13901,13545,14012,12247,13192,13799,13845,13025,10643,13007,13166,12714,12909,13738,13585,13861,12494,13471,13695,15264,14216,13713,13848,14122,13131,13241,14231,14110,13977,13004,14206,13895,13992,14240,12792,13946,13486,13613,13455,13551,13000,12823,10281,13023,15087,13678,11396,15406,14748,15654,15680,15438,15288,15860,13926,14861,15931,15873,15156,11711,14129,15287,14844,14783,14996,15510,15567,13441,15370,15719,15203,15184,11566,15444,14256,15840,15530,15502,15680,13680,15696,14459,15742,14885,14668,14848,13836,14395,14048,13877,13646,13692,13400,13421,13547,13611,14691,14231,14109
157TH STREET-BROADWAY,57701.776859504134,56377,57804,58245,58155,58099,53682,56047,55747,55611,55325,55712,55643,54623,56626,55968,58804,42742,41994,55598,54061,55645,55763,55696,55550,55990,50727,55604,57768,56620,54676,45050,51284,53207,53219,53511,57229,58096,58353,54166,57856,57269,51574,55135,56662,57957,56545,54080,56070,58485,57448,55770,53558,55448,56794,54957,58114,53206,56970,55541,55182,56048,56288,53573,55003,42550,53582,62606,65722,47149,64290,61379,64260,65418,63016,64025,64768,56107,64015,66035,65732,64123,50821,56215,60698,58374,60312,63750,64303,63266,58867,63184,64883,63686,64849,47528,61750,59391,62624,63007,64111,64548,54967,64443,61102,64837,60118,59787,59954,56484,59715,58901,59756,58831,58344,58811,58807,60327,59254,63108,61556,61319
15TH ST-PROSPECT PARK WEST,30707.264462809919,32243,35740,37060,36753,36571,32693,38871,36378,36120,37328,33846,32043,31397,32627,31563,36553,35837,35349,35909,34487,36527,35935,36223,35692,28892,21985,33336,35719,35660,30815,23531,34080,32979,11988,14773,15773,14839,14141,12557,14226,13352,13635,13993,13277,13326,13359,12236,12293,13535,12955,23005,29080,34344,34029,33695,34785,29619,35151,33725,33172,35374,34400,31400,31345,24648,30895,37588,30737,28448,36572,35489,37841,38659,37230,37193,28674,21063,32380,33498,35182,32098,20711,29453,33018,30726,32882,33162,33402,33006,28016,33461,33370,32814,33606,25709,28179,31316,37968,36781,37858,38271,33371,50856,35068,38942,37734,36431,38269,33019,38894,35738,37146,36014,35452,33474,33201,32587,31499,28987,34473,28396
161ST STREET-YANKEE STADIUM,149230.8347107438,195408,136724,217009,148724,179427,139843,133642,212093,145435,181762,166503,191317,137983,171895,170966,152242,200208,146075,117753,129687,171286,117826,114085,115390,119566,124096,113653,116155,112743,107361,98822,106978,105488,101272,102425,112916,111173,117182,102748,115972,115731,118949,116226,132097,193113,165372,140655,182383,149795,183233,191054,111325,194057,207814,137539,203035,140349,171252,153111,200077,162465,182963,133618,157893,108196,162210,144475,194272,134605,183543,122919,131007,132124,126462,125259,141198,114766,132076,135323,133612,130990,116801,115525,126830,116687,121787,130210,132447,127909,114727,127638,133452,133872,135574,100423,129172,143395,224550,146715,201529,183533,164690,196321,124797,201584,158847,178228,208631,159372,158515,202275,162039,220179,171472,204205,158068,179841,167974,164540,202202,151399
163RD ST & AMSTERDAM AVE,21559.041322314049,19574,20725,20658,20796,20530,19269,19874,20025,20053,19736,19639,19340,19514,19715,18984,20988,21904,21462,21409,20746,21466,21482,21400,21625,21547,19837,21028,21829,21499,20626,17315,19849,20530,19981,20315,21451,21427,21415,19768,21184,21226,22371,21357,20946,21456,21318,20711,20976,21864,21427,21753,20301,21916,21549,21349,21530,20102,21477,20853,21063,21280,20920,20316,20600,16433,19938,23106,21522,17551,23407,22747,23842,24049,23561,23544,23918,21791,23607,24593,24181,23956,19124,21593,23247,22343,22637,23830,24183,23969,21553,23835,24201,24121,24199,17971,23297,22012,23738,23990,23957,24152,21055,23959,22431,24045,21900,21738,22637,21176,22162,21386,21984,21603,21533,21598,21683,21755,21087,22203,21632,22203
167TH ST-GRAND CONCOURSE,50873.991735537187,47714,48853,49646,50028,50952,46884,49619,48327,48506,49568,48427,47657,46585,48363,46188,49219,49267,48017,49826,48070,50304,49889,49854,49975,50219,46562,50261,51042,50130,50119,42846,46120,46976,45970,46693,50164,50087,50733,46458,50170,49976,50419,49933,49329,50757,50543,47582,49385,51408,50018,50756,48739,50533,50700,50842,52004,49099,51583,50491,52696,51508,49319,48552,49146,37724,48030,53337,51976,39567,54508,52343,54567,56170,54584,53990,55326,51061,55902,56158,56788,57111,47914,49622,53705,51023,52147,55082,55629,54728,50781,53714,55152,55124,55489,41530,54815,51850,55809,55926,55568,56600,48382,56351,53105,61516,52240,58259,54056,50163,52373,51554,51640,51509,51242,50390,51099,51478,50556,53572,51710,51602
167TH STREET-RIVER AVENUE,50431.710743801654,46278,49118,50013,48948,49271,46536,48552,49190,49561,48667,47708,47108,46626,48261,46449,50592,50448,48571,50155,48597,50952,51076,49627,49624,51380,46220,48895,47868,47042,45685,38873,45090,45281,43887,43075,48496,49516,50682,45111,50382,49547,50407,49432,49807,50161,50647,46328,47196,49465,49426,50944,46895,49703,50240,49742,51161,47019,50649,49787,46163,48728,49557,47722,48537,40491,48157,55901,56593,42696,56431,54021,57071,56609,54386,54872,56739,49651,56249,56439,56199,54747,44358,48382,52965,49930,51874,56438,56939,55287,49775,56406,57439,57619,58237,43638,55508,51649,58375,56010,57370,58445,50974,57132,53626,45800,51938,40417,51185,47879,51927,50714,51793,52022,51019,51259,50841,51513,50560,54167,51970,52931
168TH STREET & BROADWAY,134148.11570247935,116841,128896,143569,129652,127652,114954,128138,128390,126961,124155,122597,119497,118258,123018,116151,131481,138045,133524,142326,139799,143937,139188,141187,144806,145310,119053,133969,138838,133973,116174,90823,120087,126902,122709,128325,136935,137917,138627,122399,137006,140269,139070,142556,135046,136675,145012,135280,129867,134743,134250,140313,112363,137571,131740,140656,132967,119025,133645,131994,129507,129580,126334,132608,122013,103295,134594,143226,139626,115297,144621,149835,146725,146716,143703,142206,148888,129481,147464,152748,149544,141621,100887,120288,142144,134805,141999,150196,149636,146906,130506,146509,152436,144100,145376,110921,151049,134584,154946,143527,145364,144704,134876,143011,131873,143525,137541,134827,142066,122047,136354,135187,136503,133372,129752,130153,127876,130631,126050,141335,139308,140009
169TH STREET & HILLSIDE AVE,45052.561983471074,40382,43334,43658,43270,43169,40045,43666,44778,44767,43590,42391,41670,41437,44071,41111,45368,46091,44162,46073,44220,46616,46146,45493,44816,45054,39413,44079,44600,43272,41057,36067,40474,40357,39379,40856,44785,44994,45750,41403,40182,43743,46491,45335,44860,45636,46104,43303,43281,45772,44182,44478,41254,44576,44299,44463,45129,41389,45398,44996,44477,43786,42975,42134,43213,35976,44042,51173,51280,38876,51610,48555,51617,51856,49434,48681,50869,43419,50013,50747,50155,48802,38834,42725,46624,44321,45206,49841,50379,49423,44092,48678,50535,50947,52100,38333,49079,44495,51161,50662,50570,50626,44359,48785,45393,48832,44782,45185,45660,40999,44712,44605,44047,43493,43552,43242,43212,45813,44778,47849,46378,46628
170TH STREET-GRAND CONC.,33618.644628099173,29768,30718,31833,31892,28778,29915,28135,30768,30573,28033,30558,30646,29764,30989,29971,32701,31551,30999,32366,31679,33035,32827,32824,32939,33377,30527,32503,33066,32696,33055,27052,29506,30394,29857,30625,32713,32568,32914,29852,32378,30654,33118,32844,32884,33349,33434,31153,32301,34483,32939,33702,32240,33739,33154,33454,33411,31905,33706,32902,34718,33730,32591,31581,31924,25642,31860,36770,36197,26286,37777,36274,38214,38479,37054,33918,37940,34602,38469,38560,38878,39976,31213,34134,37035,35203,35472,37830,38565,38054,33519,37436,38546,37927,38480,28730,36806,34231,37930,38295,38121,38953,33865,38234,36162,44347,34818,41215,35329,32828,33907,33394,33469,33312,32852,32414,32313,33463,33582,35068,33885,33762
170TH STREET-JEROME AVENUE,49864.14876033058,46406,49248,50502,48510,50481,46694,49352,48803,48933,49288,47978,47458,47226,48880,46901,50492,50709,48378,50241,48641,50524,50439,50248,50206,50340,44447,47480,47723,46908,46187,40485,44560,45265,43780,42931,49220,48336,49917,44565,49514,48652,49937,48717,48701,48997,49233,45596,46709,49160,47088,49217,46821,49110,49548,48760,49689,46722,50164,48861,45060,48110,49082,46620,47372,39715,47737,55811,56430,42181,55982,53539,56344,56005,54662,54341,56256,49518,55284,55821,55822,54248,44007,48601,52935,49119,50756,55631,56434,55131,48991,55254,56293,56738,57612,41975,53865,50360,56393,54314,55814,57508,49820,55944,52108,44448,50752,38526,49739,47512,51064,49905,50385,49857,50460,50759,50766,51673,50371,53317,51282,51325
174TH STREET-SOUTHERN BLVD,34509.85123966942,21903,34065,35316,34398,35061,33228,34187,34773,34441,34522,34114,33960,32570,34494,33441,36466,36339,33877,36644,34507,36649,35213,35680,35342,36424,32449,35889,36066,34558,33349,28310,31796,31844,31769,31110,35364,35497,35805,30333,35934,35657,36412,35261,33845,34352,34033,31181,30935,34349,32337,33511,30286,33274,34283,32261,34290,22502,27403,26729,26910,32516,32074,32197,31768,26994,31658,39744,39200,29373,40529,37915,40730,40568,38736,38077,39843,34797,39905,39910,40200,37354,30019,33699,35369,31525,34979,35523,36485,36926,30849,38640,37750,37666,40929,29726,38333,33246,39035,38029,40170,39866,35761,39954,37127,38655,36151,35879,34463,33752,36277,35176,36375,35461,36286,34360,31389,31012,30410,32739,30907,33208
174TH-175TH ST-GRAND CONCOU,26304.049586776859,24064,24935,25440,25699,24100,23286,23525,24393,24694,23778,24659,24631,24151,24812,23716,25258,24692,24130,25450,24873,26069,26125,26032,25661,26151,23550,25654,25868,25626,25126,21282,23217,24103,23391,24178,25852,25795,26264,23511,25545,25526,25847,25979,25866,26409,25899,24552,25503,26531,25769,26313,24757,26681,26252,26493,27002,24748,26488,25555,28176,26658,25957,25275,25473,20380,24947,28281,27605,21568,28671,27494,29229,29446,28791,28790,29618,26373,29543,29941,30033,30117,25034,26173,28683,26878,27788,28878,29465,28635,26067,28007,28871,28356,28841,22080,27994,26688,28925,28893,28416,28942,25299,28704,26983,34089,27109,32506,27842,26198,27090,26366,26591,26988,26276,25397,26218,26226,25755,27001,26555,26161
175TH STREET/FT WASHINGTON,71207.834710743802,62936,67068,59979,68690,68012,62142,68066,67746,67286,67030,66794,64640,63790,65529,61364,68654,71240,68675,72513,69875,72876,72066,72904,71962,72299,63053,70014,70781,68330,64624,52788,63647,63301,62902,62791,68294,69964,70481,64381,70168,70769,72774,71926,70639,72100,74879,68725,70255,72744,74012,75092,68629,73780,73631,74778,75956,67045,73764,72817,72329,72984,72129,70915,69292,55994,68897,76944,75520,59542,77717,76540,77594,78648,74927,77286,79216,68891,78555,79415,78328,75280,61720,68610,72734,68800,71344,75741,76502,74821,69137,75057,76338,75893,77284,57020,75328,71977,78289,76464,76676,78049,71767,79723,69438,78041,76262,75642,78219,69489,74388,73546,73902,73982,73892,73408,73606,74292,70262,76523,75056,76013
176TH STREET-JEROME AVENUE,29216.619834710742,22445,23495,24214,24124,24307,22775,23646,23798,23614,23984,23681,23576,22757,23558,22796,24599,24302,25009,26891,26531,27569,27779,27272,27593,27980,24758,26553,26880,27166,26425,22146,26027,26476,25317,24773,28194,28691,29377,26051,29020,29230,29721,29254,29001,29675,29611,27539,28731,29536,28890,30078,28187,30135,29949,30130,30989,28831,31054,29671,24072,27948,28648,27655,28546,23216,28594,33788,34097,24632,34190,32938,35037,34579,33683,33627,35138,30934,34856,35447,35419,33900,27268,30315,33328,31046,31838,34483,34777,34274,29927,34579,35323,35559,35808,27045,33568,31288,35385,34095,32920,34433,31002,35220,32694,28241,31679,24137,30526,29225,31152,30143,30960,30158,30681,30638,30189,30729,30064,31551,30756,30902
177TH STREET-PARKCHESTER,74547.148760330572,69560,73085,74263,73707,72801,67169,56518,53615,55508,54365,53406,52209,50740,52637,45064,47008,40276,37821,44550,57542,65381,66982,66135,66733,68154,59250,66516,67405,65704,60829,56654,64243,65432,62440,63603,67789,69903,71881,63595,80443,81958,84114,81976,82019,84173,84611,78620,80856,85963,82356,86027,79845,85968,85920,86613,88771,81867,89985,87819,86847,86677,86007,83247,29825,64256,80943,94612,95203,69810,92560,91602,88467,84414,81575,82457,85024,72620,84145,84484,85306,84660,66559,71853,79980,74675,77527,83286,84190,82045,74120,82809,84682,84617,86064,63734,82490,77464,85673,83566,78574,85267,74003,83746,77880,84366,80282,79503,80670,74361,79236,78462,79421,80483,78430,77238,77622,80217,76219,82339,80804,80630
179TH STREET & HILLSIDE AVE,89359.652892561979,83707,93179,93450,92550,90832,80861,90225,91474,90639,89563,88505,87496,87031,87820,78901,92929,94321,92113,94434,90903,95355,95492,92959,92812,93802,75329,91051,92466,89842,82828,65392,83361,82284,79167,78323,86150,87108,89337,78704,89594,90191,91138,90176,90087,91630,92081,83340,87165,92685,90021,90760,80010,90455,90964,90705,90607,79271,89772,88137,88474,88913,87646,85667,86013,71770,82222,98524,98557,76340,98298,93255,99243,98978,97379,96492,99117,79782,97903,98694,97630,94017,73329,81626,91516,84476,89112,95277,95346,93214,82963,94183,96609,96360,97835,74050,92284,87294,97414,95856,96654,97536,85955,95468,84236,96003,92871,90440,91927,79173,89948,89339,89819,88759,87968,87148,86535,88512,81195,93976,91562,92352
